"date","AMZN.Open","AMZN.High","AMZN.Low","AMZN.Close","AMZN.Volume","AMZN.Adjusted"
2025-06-02,204.979995727539,207,202.679992675781,206.649993896484,29113300,206.649993896484
2025-06-03,207.110000610352,208.949996948242,205.029998779297,205.710006713867,33139100,205.710006713867
2025-06-04,206.550003051758,208.179992675781,205.179992675781,207.229995727539,29915600,207.229995727539
2025-06-05,209.550003051758,212.809997558594,207.559997558594,207.910003662109,51864200,207.910003662109
2025-06-06,212.399993896484,213.869995117188,210.5,213.570007324219,39832500,213.570007324219
2025-06-09,214.75,217.850006103516,212.880004882812,216.979995727539,38102500,216.979995727539
2025-06-10,216.779998779297,217.690002441406,214.149993896484,217.610000610352,31303300,217.610000610352
2025-06-11,217.410003662109,218.399993896484,212.889999389648,213.199996948242,39326000,213.199996948242
2025-06-12,211.779998779297,213.580001831055,211.330001831055,213.240005493164,27640000,213.240005493164
2025-06-13,209.960006713867,214.050003051758,209.619995117188,212.100006103516,29337800,212.100006103516
2025-06-16,212.309997558594,217.059997558594,211.600006103516,216.100006103516,33284200,216.100006103516
2025-06-17,215.199996948242,217.410003662109,214.559997558594,214.820007324219,32086300,214.820007324219
2025-06-18,215.089996337891,217.960006713867,212.339996337891,212.520004272461,44360500,212.520004272461
2025-06-20,214.679992675781,214.889999389648,208.270004272461,209.690002441406,75350700,209.690002441406
2025-06-23,209.789993286133,210.389999389648,207.309997558594,208.470001220703,37311700,208.470001220703
2025-06-24,212.139999389648,214.339996337891,211.050003051758,212.770004272461,38378800,212.770004272461
2025-06-25,214.619995117188,216.029998779297,211.110000610352,211.990005493164,31755700,211.990005493164
2025-06-26,213.119995117188,218.039993286133,212.009994506836,217.119995117188,50480800,217.119995117188
2025-06-27,219.919998168945,223.300003051758,216.740005493164,223.300003051758,119217100,223.300003051758
2025-06-30,223.520004272461,223.820007324219,219.119995117188,219.389999389648,58887800,219.389999389648
2025-07-01,219.5,221.880004882812,217.929992675781,220.460006713867,39256800,220.460006713867
2025-07-02,219.729995727539,221.600006103516,219.059997558594,219.919998168945,30894200,219.919998168945
2025-07-03,221.820007324219,224.009994506836,221.360000610352,223.410003662109,29632400,223.410003662109
2025-07-07,223,224.289993286133,222.369995117188,223.470001220703,36604100,223.470001220703
2025-07-08,223.919998168945,224,218.429992675781,219.360000610352,45692000,219.360000610352
2025-07-09,221.070007324219,224.289993286133,220.470001220703,222.539993286133,38155100,222.539993286133
2025-07-10,221.550003051758,222.789993286133,219.699996948242,222.259994506836,30370600,222.259994506836
2025-07-11,223.580001831055,226.679992675781,222.369995117188,225.020004272461,50518300,225.020004272461
2025-07-14,225.070007324219,226.660003662109,224.240005493164,225.690002441406,35702600,225.690002441406
2025-07-15,226.199996948242,227.270004272461,225.460006713867,226.350006103516,34907300,226.350006103516
2025-07-16,225.880004882812,226.100006103516,222.179992675781,223.190002441406,39535900,223.190002441406
2025-07-17,223.320007324219,224.5,222.509994506836,223.880004882812,31855800,223.880004882812
2025-07-18,225.139999389648,226.399993896484,222.979995727539,226.130004882812,37833800,226.130004882812
2025-07-21,225.839996337891,229.690002441406,225.649993896484,229.300003051758,40297600,229.300003051758
2025-07-22,229.679992675781,230,226.350006103516,227.470001220703,37483700,227.470001220703
2025-07-23,228.470001220703,228.789993286133,227.089996337891,228.289993286133,28294900,228.289993286133
2025-07-24,229.169998168945,236,228.639999389648,232.229995727539,42902300,232.229995727539
2025-07-25,232.220001220703,232.479995727539,231.179992675781,231.440002441406,28712100,231.440002441406
2025-07-28,233.350006103516,234.289993286133,232.25,232.789993286133,26300100,232.789993286133
2025-07-29,234.149993896484,234.720001220703,230.309997558594,231.009994506836,33716200,231.009994506836
2025-07-30,231.639999389648,231.800003051758,229.289993286133,230.190002441406,32993300,230.190002441406
2025-07-31,235.770004272461,236.529998779297,231.399993896484,234.110000610352,104357300,234.110000610352
2025-08-01,217.210006713867,220.440002441406,212.800003051758,214.75,122258800,214.75
2025-08-04,217.399993896484,217.440002441406,211.419998168945,211.649993896484,77890100,211.649993896484
2025-08-05,213.050003051758,216.300003051758,212.869995117188,213.75,51505100,213.75
2025-08-06,214.699996948242,222.649993896484,213.740005493164,222.309997558594,54823000,222.309997558594
2025-08-07,221,226.220001220703,220.820007324219,223.130004882812,40603500,223.130004882812
2025-08-08,223.139999389648,223.800003051758,221.880004882812,222.690002441406,32970500,222.690002441406
2025-08-11,221.779998779297,223.050003051758,220.399993896484,221.300003051758,31646200,221.300003051758
2025-08-12,222.229995727539,223.5,219.050003051758,221.470001220703,37185800,221.470001220703
2025-08-13,222,224.919998168945,222,224.559997558594,36508300,224.559997558594
2025-08-14,227.399993896484,233.110000610352,227.020004272461,230.979995727539,61545800,230.979995727539
2025-08-15,232.580001831055,234.080001831055,229.809997558594,231.029998779297,39649200,231.029998779297
2025-08-18,230.229995727539,231.910003662109,228.330001831055,231.490005493164,25248900,231.490005493164
2025-08-19,230.089996337891,230.529998779297,227.119995117188,228.009994506836,29891000,228.009994506836
2025-08-20,227.119995117188,227.270004272461,220.919998168945,223.809997558594,36604300,223.809997558594
2025-08-21,222.649993896484,222.779998779297,220.5,221.949996948242,32140500,221.949996948242
2025-08-22,222.789993286133,229.139999389648,220.820007324219,228.839996337891,37315300,228.839996337891
2025-08-25,227.350006103516,229.600006103516,227.309997558594,227.940002441406,22633700,227.940002441406
2025-08-26,227.110000610352,229,226.020004272461,228.710006713867,26105400,228.710006713867
2025-08-27,228.570007324219,229.869995117188,227.809997558594,229.119995117188,21254500,229.119995117188
2025-08-28,229.009994506836,232.710006713867,228.020004272461,231.600006103516,33679600,231.600006103516
2025-08-29,231.320007324219,231.809997558594,228.160003662109,229,26199200,229
2025-09-02,223.520004272461,226.169998168945,221.830001831055,225.339996337891,38843900,225.339996337891
2025-09-03,225.210006713867,227.169998168945,224.360000610352,225.990005493164,29223100,225.990005493164
2025-09-04,231.190002441406,235.770004272461,230.779998779297,235.679992675781,59391800,235.679992675781
2025-09-05,235.190002441406,236,231.929992675781,232.330001831055,36721800,232.330001831055
2025-09-08,234.940002441406,237.600006103516,233.75,235.839996337891,33947100,235.839996337891
2025-09-09,236.360000610352,238.850006103516,235.080001831055,238.240005493164,27033800,238.240005493164
2025-09-10,237.520004272461,237.679992675781,229.100006103516,230.330001831055,60907700,230.330001831055
2025-09-11,231.490005493164,231.529998779297,229.339996337891,229.949996948242,37485600,229.949996948242
2025-09-12,230.350006103516,230.789993286133,226.289993286133,228.149993896484,38496200,228.149993896484
2025-09-15,230.630004882812,233.729995727539,230.320007324219,231.429992675781,33243300,231.429992675781
2025-09-16,232.940002441406,235.899993896484,232.229995727539,234.050003051758,38203900,234.050003051758
2025-09-17,233.770004272461,234.300003051758,228.710006713867,231.619995117188,42815200,231.619995117188
2025-09-18,232.5,233.479995727539,228.789993286133,231.229995727539,37931700,231.229995727539
2025-09-19,232.369995117188,234.160003662109,229.699996948242,231.479995727539,97943200,231.479995727539
2025-09-22,230.559997558594,230.570007324219,227.509994506836,227.630004882812,45914500,227.630004882812
2025-09-23,227.830001831055,227.860000610352,220.070007324219,220.710006713867,70956200,220.710006713867
2025-09-24,224.149993896484,224.559997558594,219.449996948242,220.210006713867,49509000,220.210006713867
2025-09-25,220.059997558594,220.669998168945,216.470001220703,218.149993896484,52226300,218.149993896484
2025-09-26,219.080001831055,221.050003051758,218.020004272461,219.779998779297,41650100,219.779998779297
2025-09-29,220.080001831055,222.600006103516,219.300003051758,222.169998168945,44259200,222.169998168945
2025-09-30,222.029998779297,222.240005493164,217.889999389648,219.570007324219,48396400,219.570007324219
2025-10-01,217.360000610352,222.149993896484,216.610000610352,220.630004882812,43933800,220.630004882812
2025-10-02,221.009994506836,222.809997558594,218.949996948242,222.410003662109,41258600,222.410003662109
2025-10-03,223.440002441406,224.199996948242,219.339996337891,219.509994506836,43639000,219.509994506836
2025-10-06,221,221.729995727539,216.029998779297,220.899993896484,43690900,220.899993896484
2025-10-07,220.880004882812,222.889999389648,220.169998168945,221.779998779297,31194700,221.779998779297
2025-10-08,222.919998168945,226.729995727539,221.190002441406,225.220001220703,46686000,225.220001220703
2025-10-09,225,228.210006713867,221.75,227.740005493164,46412100,227.740005493164
2025-10-10,226.210006713867,228.25,216,216.369995117188,72367500,216.369995117188
2025-10-13,217.699996948242,220.679992675781,217.039993286133,220.070007324219,37809700,220.070007324219
2025-10-14,215.559997558594,219.320007324219,212.600006103516,216.389999389648,45665600,216.389999389648
2025-10-15,216.619995117188,217.710006713867,212.660003662109,215.570007324219,45909500,215.570007324219
2025-10-16,215.669998168945,218.589996337891,212.809997558594,214.470001220703,42414600,214.470001220703
2025-10-17,214.559997558594,214.800003051758,211.029998779297,213.039993286133,45986900,213.039993286133
2025-10-20,213.880004882812,216.690002441406,213.589996337891,216.479995727539,38882800,216.479995727539
2025-10-21,218.429992675781,223.320007324219,217.990005493164,222.029998779297,50494600,222.029998779297
2025-10-22,219.300003051758,220.009994506836,216.520004272461,217.949996948242,44308500,217.949996948242
2025-10-23,219,221.300003051758,218.179992675781,221.089996337891,31540000,221.089996337891
2025-10-24,221.970001220703,225.399993896484,221.899993896484,224.210006713867,38685100,224.210006713867
2025-10-27,227.660003662109,228.399993896484,225.539993286133,226.970001220703,38267000,226.970001220703
2025-10-28,228.220001220703,231.490005493164,226.210006713867,229.25,47100000,229.25
2025-10-29,231.669998168945,232.820007324219,227.759994506836,230.300003051758,52036200,230.300003051758
2025-10-30,227.059997558594,228.440002441406,222.75,222.860000610352,102252900,222.860000610352
2025-10-31,250.100006103516,250.5,243.979995727539,244.220001220703,166340800,244.220001220703
2025-11-03,255.360000610352,258.600006103516,252.899993896484,254,95997800,254
2025-11-04,250.380004882812,257.010009765625,248.660003662109,249.320007324219,51546300,249.320007324219
2025-11-05,249.029998779297,251,246.160003662109,250.199996948242,40610700,250.199996948242
2025-11-06,249.160003662109,250.380004882812,242.169998168945,243.039993286133,46004200,243.039993286133
2025-11-07,242.899993896484,244.899993896484,238.490005493164,244.410003662109,46374300,244.410003662109
2025-11-10,248.339996337891,251.75,245.589996337891,248.399993896484,36476500,248.399993896484
2025-11-11,248.410003662109,249.75,247.229995727539,249.100006103516,23564100,249.100006103516
2025-11-12,250.240005493164,250.369995117188,243.75,244.199996948242,31190100,244.199996948242
2025-11-13,243.050003051758,243.75,236.5,237.580001831055,41401700,237.580001831055
2025-11-14,235.059997558594,238.729995727539,232.889999389648,234.690002441406,38956700,234.690002441406
2025-11-17,233.25,234.600006103516,229.190002441406,232.869995117188,59919000,232.869995117188
2025-11-18,228.100006103516,230.199996948242,222.419998168945,222.550003051758,60608400,222.550003051758
2025-11-19,223.740005493164,223.740005493164,218.520004272461,222.690002441406,58335600,222.690002441406
2025-11-20,227.050003051758,227.410003662109,216.740005493164,217.139999389648,50309000,217.139999389648
2025-11-21,216.350006103516,222.210006713867,215.179992675781,220.690002441406,68490500,220.690002441406
2025-11-24,222.559997558594,227.330001831055,222.270004272461,226.279998779297,54318400,226.279998779297
2025-11-25,226.380004882812,230.520004272461,223.800003051758,229.669998168945,39379300,229.669998168945
2025-11-26,230.740005493164,231.75,228.770004272461,229.160003662109,38497900,229.160003662109
2025-11-28,231.240005493164,233.289993286133,230.220001220703,233.220001220703,20292300,233.220001220703
2025-12-01,233.220001220703,235.800003051758,232.25,233.880004882812,42904000,233.880004882812
2025-12-02,235.009994506836,238.970001220703,233.550003051758,234.419998168945,45785400,234.419998168945
2025-12-03,233.350006103516,233.380004882812,230.610000610352,232.380004882812,35495100,232.380004882812
2025-12-04,232.770004272461,233.5,226.800003051758,229.110000610352,45683200,229.110000610352
2025-12-05,230.320007324219,231.240005493164,228.550003051758,229.529998779297,33117400,229.529998779297
2025-12-08,229.589996337891,230.830001831055,226.270004272461,226.889999389648,35019200,226.889999389648
2025-12-09,226.839996337891,228.570007324219,225.110000610352,227.919998168945,25841700,227.919998168945
2025-12-10,228.809997558594,232.419998168945,228.460006713867,231.779998779297,38790700,231.779998779297
2025-12-11,230.710006713867,232.110000610352,228.690002441406,230.279998779297,28249600,230.279998779297
2025-12-12,229.869995117188,230.080001831055,225.119995117188,226.190002441406,35639100,226.190002441406
2025-12-15,227.929992675781,227.929992675781,221.5,222.539993286133,47286100,222.539993286133
2025-12-16,223.039993286133,223.660003662109,221.130004882812,222.559997558594,39298900,222.559997558594
2025-12-17,224.660003662109,225.190002441406,220.990005493164,221.270004272461,44034400,221.270004272461
2025-12-18,225.710006713867,229.229995727539,224.410003662109,226.759994506836,50272400,226.759994506836
2025-12-19,226.759994506836,229.130004882812,225.580001831055,227.350006103516,85544400,227.350006103516
2025-12-22,228.610000610352,229.479995727539,226.710006713867,228.429992675781,32261300,228.429992675781
2025-12-23,229.059997558594,232.449996948242,228.729995727539,232.139999389648,29230200,232.139999389648
2025-12-24,232.130004882812,232.949996948242,231.330001831055,232.380004882812,11420500,232.380004882812
2025-12-26,232.039993286133,232.990005493164,231.179992675781,232.520004272461,15994700,232.520004272461
2025-12-29,231.940002441406,232.600006103516,230.770004272461,232.070007324219,19797900,232.070007324219
2025-12-30,231.210006713867,232.770004272461,230.199996948242,232.529998779297,21910500,232.529998779297
2025-12-31,232.910003662109,232.990005493164,230.119995117188,230.820007324219,24383700,230.820007324219
2026-01-02,231.339996337891,235.460006713867,224.699996948242,226.5,51456200,226.5
2026-01-05,228.839996337891,234,227.179992675781,233.059997558594,49733300,233.059997558594
2026-01-06,232.100006103516,243.179992675781,232.070007324219,240.929992675781,53764700,240.929992675781
2026-01-07,239.610000610352,245.289993286133,239.520004272461,241.559997558594,42236500,241.559997558594
2026-01-08,243.059997558594,246.410003662109,241.880004882812,246.289993286133,39509800,246.289993286133
2026-01-09,244.570007324219,247.860000610352,242.240005493164,247.380004882812,34560000,247.380004882812
2026-01-12,246.729995727539,248.940002441406,245.960006713867,246.470001220703,35867800,246.470001220703
2026-01-13,246.529998779297,247.660003662109,240.25,242.600006103516,38371800,242.600006103516
2026-01-14,241.149993896484,241.279998779297,236.220001220703,236.649993896484,41410600,236.649993896484
2026-01-15,239.309997558594,240.649993896484,236.630004882812,238.179992675781,43003600,238.179992675781
2026-01-16,239.089996337891,239.570007324219,236.410003662109,239.119995117188,45888300,239.119995117188
2026-01-20,233.759994506836,235.089996337891,229.339996337891,231,47737900,231
2026-01-21,231.089996337891,232.300003051758,226.880004882812,231.309997558594,47276100,231.309997558594
2026-01-22,234.050003051758,235.720001220703,230.899993896484,234.339996337891,31913300,234.339996337891
2026-01-23,234.960006713867,240.449996948242,234.570007324219,239.160003662109,33778500,239.160003662109
2026-01-26,239.979995727539,240.949996948242,237.539993286133,238.419998168945,32825500,238.419998168945
2026-01-27,239.690002441406,244.880004882812,238.080001831055,244.679992675781,38029200,244.679992675781
2026-01-28,246.369995117188,247.779998779297,241.529998779297,243.009994506836,40882700,243.009994506836
2026-01-29,242.820007324219,243,236.740005493164,241.729995727539,47229600,241.729995727539
2026-01-30,239.889999389648,243.320007324219,237.639999389648,239.300003051758,46585000,239.300003051758
2026-02-02,238.309997558594,245.630004882812,238.169998168945,242.960006713867,37546100,242.960006713867
2026-02-03,244.979995727539,246.350006103516,235.449996948242,238.619995117188,53831300,238.619995117188
2026-02-04,238.860000610352,238.860000610352,231.820007324219,232.990005493164,51299900,232.990005493164
2026-02-05,224.910003662109,226.309997558594,220.380004882812,222.690002441406,103509200,222.690002441406
2026-02-06,202.699996948242,211.440002441406,200.309997558594,210.320007324219,179210900,210.320007324219
2026-02-09,208.970001220703,212.809997558594,203.350006103516,208.720001220703,91178400,208.720001220703
2026-02-10,208.800003051758,212.649993896484,206.410003662109,206.960006713867,67175000,206.960006713867
2026-02-11,208.059997558594,208.570007324219,202.490005493164,204.080001831055,65545500,204.080001831055
2026-02-12,203.960006713867,203.960006713867,197.559997558594,199.600006103516,83975400,199.600006103516
2026-02-13,198.880004882812,201.160003662109,197.279998779297,198.789993286133,66321600,198.789993286133
2026-02-17,198.130004882812,201.740005493164,196,201.149993896484,69879200,201.149993896484
2026-02-18,202.070007324219,206.860000610352,201.509994506836,204.789993286133,51003300,204.789993286133
2026-02-19,203.800003051758,205.639999389648,202.809997558594,204.860000610352,35669600,204.860000610352
2026-02-20,204.759994506836,211.169998168945,203.75,210.110000610352,65881600,210.110000610352
2026-02-23,208.100006103516,208.429992675781,203.110000610352,205.270004272461,53581500,205.270004272461
2026-02-24,205.470001220703,210.360000610352,203.25,208.559997558594,41137200,208.559997558594
2026-02-25,210.460006713867,211.589996337891,208.929992675781,210.639999389648,41346400,210.639999389648
2026-02-26,210.729995727539,211.050003051758,205.350006103516,207.919998168945,47756800,207.919998168945
2026-02-27,206.830001831055,210.330001831055,205.199996948242,210,57422800,210
2026-03-02,204.550003051758,209.729995727539,203.460006713867,208.389999389648,46001000,208.389999389648
2026-03-03,203.100006103516,209.179992675781,202.479995727539,208.729995727539,43184900,208.729995727539
2026-03-04,210.470001220703,217.539993286133,210.149993896484,216.820007324219,54731100,216.820007324219
2026-03-05,215.979995727539,220.470001220703,215.589996337891,218.940002441406,60943400,218.940002441406
2026-03-06,214.990005493164,217.320007324219,212.529998779297,213.210006713867,51152700,213.210006713867
2026-03-09,210.449996948242,213.820007324219,207.110000610352,213.490005493164,54642900,213.490005493164
2026-03-10,214.190002441406,215.649993896484,212.429992675781,214.330001831055,35678800,214.330001831055
2026-03-11,215.710006713867,217,211.350006103516,212.649993896484,34199300,212.649993896484
2026-03-12,210.389999389648,211.710006713867,208.149993896484,209.529998779297,44349500,209.529998779297
2026-03-13,209.610000610352,210.559997558594,206.220001220703,207.669998168945,35662100,207.669998168945
2026-03-16,208.350006103516,212.720001220703,207.449996948242,211.740005493164,42209300,211.740005493164
2026-03-17,212.820007324219,215.699996948242,212.429992675781,215.199996948242,44969900,215.199996948242
2026-03-18,213.929992675781,215.139999389648,208.830001831055,209.869995117188,37846600,209.869995117188
2026-03-19,207.059997558594,209.119995117188,206.050003051758,208.759994506836,36440600,208.759994506836
2026-03-20,207.399993896484,207.539993286133,204.320007324219,205.369995117188,63694600,205.369995117188
2026-03-23,209.789993286133,212.800003051758,209.509994506836,210.139999389648,44277400,210.139999389648
2026-03-24,207.949996948242,209.350006103516,206.639999389648,207.240005493164,35351400,207.240005493164
2026-03-25,211.559997558594,213.070007324219,209.899993896484,211.710006713867,36388800,211.710006713867
2026-03-26,210.610000610352,212.889999389648,207.119995117188,207.539993286133,46746000,207.539993286133
2026-03-27,206.460006713867,206.600006103516,199.139999389648,199.339996337891,56009800,199.339996337891
2026-03-30,201.479995727539,203.800003051758,199.979995727539,200.949996948242,46373800,200.949996948242
2026-03-31,204.850006103516,210.279998779297,204.139999389648,208.270004272461,58470100,208.270004272461
2026-04-01,210.440002441406,213.580001831055,208.190002441406,210.570007324219,45955400,210.570007324219
2026-04-02,206.539993286133,212.210006713867,204.899993896484,209.770004272461,31453000,209.770004272461
2026-04-06,209.800003051758,212.949996948242,209.589996337891,212.789993286133,25385500,212.789993286133
2026-04-07,211.240005493164,213.970001220703,209.080001831055,213.770004272461,28154600,213.770004272461
2026-04-08,223.789993286133,226.100006103516,219.619995117188,221.25,51092700,221.25
2026-04-09,225.229995727539,233.800003051758,223.270004272461,233.649993896484,65964200,233.649993896484
2026-04-10,235.300003051758,240.429992675781,235.210006713867,238.380004882812,56912800,238.380004882812
2026-04-13,237.449996948242,240,235.75,239.889999389648,42166200,239.889999389648
2026-04-14,241.779998779297,252.179992675781,241.779998779297,249.020004272461,72685000,249.020004272461
2026-04-15,249.25,250.440002441406,247.199996948242,248.5,43045200,248.5
2026-04-16,248.509994506836,250,244.199996948242,249.699996948242,41895700,249.699996948242
2026-04-17,254.990005493164,256.179992675781,250.110000610352,250.559997558594,52029300,250.559997558594
2026-04-20,249.190002441406,250.179992675781,245.369995117188,248.279998779297,39463100,248.279998779297
2026-04-21,255.089996337891,255.089996337891,249.100006103516,249.910003662109,42922400,249.910003662109
2026-04-22,252.440002441406,255.940002441406,250.330001831055,255.360000610352,36065100,255.360000610352
2026-04-23,255.389999389648,258.790008544922,253.070007324219,255.080001831055,39091400,255.080001831055
2026-04-24,259.980010986328,264.5,257.690002441406,263.989990234375,53777400,263.989990234375
2026-04-27,263.459991455078,264.149993896484,260.339996337891,261.119995117188,44906800,261.119995117188
2026-04-28,258.390014648438,261.029998779297,256.630004882812,259.700012207031,42204400,259.700012207031
2026-04-29,257.989990234375,265.910003662109,257.700012207031,263.040008544922,72367900,263.040008544922
2026-04-30,273.170013427734,273.880004882812,256.160003662109,265.059997558594,100974900,265.059997558594
2026-05-01,265.579986572266,273.320007324219,262.739990234375,268.260009765625,50825200,268.260009765625
2026-05-04,268.799987792969,276.100006103516,268.799987792969,272.049987792969,49083700,272.049987792969
2026-05-05,276.079986572266,278.559997558594,272.380004882812,273.549987792969,41908500,273.549987792969
2026-05-06,272.890014648438,277.799987792969,272.209991455078,274.989990234375,44552000,274.989990234375
2026-05-07,275.019989013672,276.630004882812,270.489990234375,271.170013427734,35892900,271.170013427734
2026-05-08,271.630004882812,274,269.950012207031,272.679992675781,34732700,272.679992675781
2026-05-11,269.839996337891,273.630004882812,268.480010986328,268.989990234375,38176700,268.989990234375
2026-05-12,266.709991455078,267.649993896484,262.630004882812,265.820007324219,36776200,265.820007324219
2026-05-13,264.429992675781,270.720001220703,263.200012207031,270.130004882812,39670900,270.130004882812
2026-05-14,269.149993896484,270.779998779297,266.630004882812,267.220001220703,31338400,267.220001220703
2026-05-15,262.5,264.359985351562,260.890014648438,264.140014648438,40770300,264.140014648438
2026-05-18,263.869995117188,268.850006103516,262.529998779297,264.859985351562,33690800,264.859985351562
2026-05-19,262.040008544922,262.25,255.190002441406,259.339996337891,40340700,259.339996337891
2026-05-20,260.049987792969,265.579986572266,259.529998779297,265.010009765625,34933200,265.010009765625
2026-05-21,263.5,269.489990234375,261.369995117188,268.459991455078,36591700,268.459991455078
2026-05-22,268.660003662109,269.790008544922,266.239990234375,266.320007324219,27535500,266.320007324219
2026-05-26,267.940002441406,269.299987792969,262.070007324219,265.290008544922,38028100,265.290008544922
2026-05-27,266.149993896484,272.410003662109,265.700012207031,271.850006103516,40061900,271.850006103516
2026-05-28,272.269989013672,274.5,267.440002441406,274,40630400,274
2026-05-29,271.290008544922,274.75,269.640014648438,270.640014648438,54749600,270.640014648438
2026-06-01,266.290008544922,266.630004882812,260.700012207031,261.260009765625,53604400,261.260009765625
2026-06-02,257.160003662109,261.200012207031,254.369995117188,256.519989013672,41811000,256.519989013672
2026-06-03,254.699996948242,257.089996337891,247.710006713867,250.020004272461,51394200,250.020004272461
2026-06-04,253.119995117188,255.830001831055,251.75,253.789993286133,35609800,253.789993286133
2026-06-05,254.259994506836,256.380004882812,245.779998779297,246.029998779297,55607800,246.029998779297
2026-06-08,246.679992675781,249.419998168945,243.360000610352,245.220001220703,33899500,245.220001220703
